Vehicle Type,Make,Model,Year,Price,Milleage,District,published date,Vehicle URL
Car,Bajaj,RE,2015,"Rs. 1,575,000",340000,Nugegoda,Mar 25,https://riyasewana.com/buy/bajaj-re-sale-nugegoda-11394034
Car,Toyota,Dyna 16,1992,"Rs. 3,490,000",200000,Embilipitiya,Yesterday,https://riyasewana.com/buy/toyota-dyna-16-sale-embilipitiya-11399969
Car,BMW,318i M Sport,2018,Negotiable,30000,Ja-Ela,Mar 22,https://riyasewana.com/buy/bmw-318i-m-sale-ja-ela-11378941
Car,Mitsubishi,Pajero,2015,"Rs. 32,500,000",240000,Tangalle,Yesterday,https://riyasewana.com/buy/mitsubishi-pajero-sale-tangalle-11399947
Car,Tata,Dimo Batta,2013,Negotiable,121452,Hambantota,2m ago,https://riyasewana.com/buy/tata-dimo-batta-sale-hambantota-11408556
Car,Other,Dio,2012,"Rs. 400,000",54000,Kandy,2m ago,https://riyasewana.com/buy/other-dio-sale-kandy-11408555
Car,Bajaj,CT-100,2005,"Rs. 230,000",1000,Ratnapura,2m ago,https://riyasewana.com/buy/bajaj-ct-100-sale-ratnapura-11408554
Car,Kia,Rio,2015,"Rs. 8,000,000",75000,Dehiwala-Mt,2m ago,https://riyasewana.com/buy/kia-rio-sale-dehiwala-mount-lavinia-11408553
Car,Bajaj,RE,2004,"Rs. 785,000",100000,Kandy,3m ago,https://riyasewana.com/buy/bajaj-re-sale-kandy-11408551
Car,Honda,Dio,2016,"Rs. 450,000",123456,Negombo,3m ago,https://riyasewana.com/buy/honda-dio-sale-negombo-11408550
Car,Toyota,Carina,1987,"Rs. 1,150,000",225000,Homagama,3m ago,https://riyasewana.com/buy/toyota-carina-sale-homagama-11408548
Car,TVS,King,2019,"Rs. 1,325,000",42598,Panadura,3m ago,https://riyasewana.com/buy/tvs-king-sale-panadura-11408547
Car,Tata,Nano,2017,"Rs. 2,100,000",1,Colombo,3m ago,https://riyasewana.com/buy/tata-nano-sale-colombo-11408546
Car,Tata,Dimo Batta,2011,"Rs. 1,595,000",85000,Wennappuwa,4m ago,https://riyasewana.com/buy/tata-dimo-batta-sale-wennappuwa-11408544
Car,Bajaj,CT-100,2012,"Rs. 265,000",19658,Galle,5m ago,https://riyasewana.com/buy/bajaj-ct-100-sale-galle-11408541
Car,Toyota,Vitz 130,2015,"Rs. 6,850,000",58000,Colombo,5m ago,https://riyasewana.com/buy/toyota-vitz-130-sale-colombo-11408540
Car,Honda,Dio,2017,"Rs. 555,000",27000,Moneragala,6m ago,https://riyasewana.com/buy/honda-dio-sale-moneragala-11408538
Car,Toyota,LH 103,1995,"Rs. 9,275,000",1,Kandy,6m ago,https://riyasewana.com/buy/toyota-lh-103-sale-kandy-11408536
Car,Kia,Sonet GTX,2026,"Rs. 12,350,000",1,Colombo,6m ago,https://riyasewana.com/buy/kia-sonet-gtx-sale-colombo-11408535
Car,Toyota,TownAce,1990,"Rs. 3,400,000",,Kandy,6m ago,https://riyasewana.com/buy/toyota-townace-sale-kandy-11408533
